part_id,descr,part_type,min_year,max_year,url,img_url
firec017,"Fire - Flame Badge and 2 Buttons, Black Legs, White Fire Helmet",legs,1996,1996,https://rebrickable.com/parts/firec017/fire-flame-badge-and-2-buttons+-black-legs+-white-fire-helmet,https://img.rebrickable.com/img/ni.png
970x192,Legs and Reddish Brown Hips,legs,2003,2010,https://rebrickable.com/parts/970x192/legs-and-reddish-brown-hips,https://img.rebrickable.com/img/pieces/elements/4582630.jpg
970c00pr0289,Legs and Hips with Vertical Light Aqua Stripes Print,legs,2012,2014,https://rebrickable.com/parts/970c00pr0289/legs-and-hips-with-vertical-light-aqua-stripes-print,https://img.rebrickable.com/img/pieces/elements/4653180.jpg
970c00pr0539,Legs and Hips with Silver Lining Print,legs,2013,2013,https://rebrickable.com/parts/970c00pr0539/legs-and-hips-with-silver-lining-print,https://img.rebrickable.com/img/pieces/elements/6041729.jpg
970d06pr01,and Black Legs with White Hips and Waist Print [Two Face],legs,2006,2006,https://rebrickable.com/parts/970d06pr01/and-black-legs-with-white-hips-and-waist-print-%5Btwo-face%5D,https://img.rebrickable.com/img/ni.png
970c00pb008,Legs and Hips with Alpha Team Gray Pockets and Purple Stripe Print (Radia),legs,2001,2001,https://rebrickable.com/parts/970c00pb008/legs-and-hips-with-alpha-team-gray-pockets-and-purple-stripe-print-radia,https://img.rebrickable.com/img/pieces/elements/9339.jpg
970c00pr0796,Legs and Black Hips with Black Markings Print (Sinestro),legs,2015,2015,https://rebrickable.com/parts/970c00pr0796/legs-and-black-hips-with-black-markings-print-sinestro,https://img.rebrickable.com/img/pieces/elements/6102604.jpg
970c00pr0312,Legs and Dark Brown Hips with Belt and Pocket Print,legs,2012,2012,https://rebrickable.com/parts/970c00pr0312/legs-and-dark-brown-hips-with-belt-and-pocket-print,https://img.rebrickable.com/img/pieces/elements/6022334.jpg
970c00pb090,Legs and Hips with Gray Belt and Black Markings and Gold Dragon Tail Print,legs,2011,2011,https://rebrickable.com/parts/970c00pb090/legs-and-hips-with-gray-belt-and-black-markings-and-gold-dragon-tail-print,https://img.rebrickable.com/img/pieces/elements/9327.jpg
970c00pr0759,Legs and Hips with Black Fencing Plastron Outline Print,legs,2015,2015,https://rebrickable.com/parts/970c00pr0759/legs-and-hips-with-black-fencing-plastron-outline-print,https://img.rebrickable.com/img/pieces/elements/6099910.jpg
970x021,Legs and Red Hips,legs,1978,2016,https://rebrickable.com/parts/970x021/legs-and-red-hips,https://img.rebrickable.com/img/pieces/elements/9444.jpg
970c11pb06,Legs and White Hips with White Lab Coat/Buttons Print (Mad Scientist),legs,2002,2008,https://rebrickable.com/parts/970c11pb06/legs-and-white-hips-with-white-lab-coatbuttons-print-mad-scientist,https://img.rebrickable.com/img/pieces/0/3815cde.png
970x154,Legs and Dark Red Hips,legs,2004,2010,https://rebrickable.com/parts/970x154/legs-and-dark-red-hips,https://img.rebrickable.com/img/pieces/elements/4552006.jpg
21019pat06,Legs with Dark Red Boots and Sand Blue Hips,legs,2015,2015,https://rebrickable.com/parts/21019pat06/legs-with-dark-red-boots-and-sand-blue-hips,https://img.rebrickable.com/img/pieces/elements/6129522.jpg
970c00pr0985,Legs and Hips with Dark Bluish Gray Prison Stripes,legs,2016,2016,https://rebrickable.com/parts/970c00pr0985/legs-and-hips-with-dark-bluish-gray-prison-stripes,https://img.rebrickable.com/img/pieces/elements/6132679.jpg
970c00pr0305,Legs and Hips with Gunbelt and Compass Print,legs,2012,2012,https://rebrickable.com/parts/970c00pr0305/legs-and-hips-with-gunbelt-and-compass-print,https://img.rebrickable.com/img/pieces/elements/6032106.jpg
970c00pr1117,Hips and Legs with Ornate Silver Trim on Sides Pattern,legs,2016,2016,https://rebrickable.com/parts/970c00pr1117/hips-and-legs-with-ornate-silver-trim-on-sides-pattern,https://img.rebrickable.com/img/pieces/elements/6160393.jpg
970c00pr0403,Legs and Hips with Black and White Wrap Dress Print,legs,2012,2012,https://rebrickable.com/parts/970c00pr0403/legs-and-hips-with-black-and-white-wrap-dress-print,https://img.rebrickable.com/img/pieces/elements/6016588.jpg
970c00pr0692,Legs and Hips with Silver Armor and Knee Plates Print,legs,2014,2014,https://rebrickable.com/parts/970c00pr0692/legs-and-hips-with-silver-armor-and-knee-plates-print,https://img.rebrickable.com/img/pieces/elements/6078308.jpg
970c00pr0150,"Legs and Hips with Belt, Sash, and Buckles Print",legs,2010,2010,https://rebrickable.com/parts/970c00pr0150/legs-and-hips-with-belt+-sash+-and-buckles-print,https://img.rebrickable.com/img/pieces/elements/4580099.jpg
970c00pr0164,Legs and Red Hips with Red Short Swimsuit Print,legs,2010,2010,https://rebrickable.com/parts/970c00pr0164/legs-and-red-hips-with-red-short-swimsuit-print,https://img.rebrickable.com/img/pieces/elements/4587327.jpg
970c00pr0976,Legs and Hips with Black and Silver Armor and Knee Pads,legs,2016,2016,https://rebrickable.com/parts/970c00pr0976/legs-and-hips-with-black-and-silver-armor-and-knee-pads,https://img.rebrickable.com/img/pieces/elements/6131798.jpg
970c01pr0610,Legs and Hips with Pink Apron with White Stripes Print,legs,2014,2014,https://rebrickable.com/parts/970c01pr0610/legs-and-hips-with-pink-apron-with-white-stripes-print,https://img.rebrickable.com/img/pieces/elements/6058094.jpg
970c00pr0343,Legs and Hips with Gold and Dark Brown Armour Print,legs,2012,2012,https://rebrickable.com/parts/970c00pr0343/legs-and-hips-with-gold-and-dark-brown-armour-print,https://img.rebrickable.com/img/pieces/elements/6023536.jpg
970c00pr0201,Legs and Hips with Dark Red Belt and Barding Print,legs,2011,2011,https://rebrickable.com/parts/970c00pr0201/legs-and-hips-with-dark-red-belt-and-barding-print,https://img.rebrickable.com/img/pieces/elements/4616270.jpg
