part_id,descr,part_type,min_year,max_year,url,img_url
2446pb18,Minifig Helmet Standard with Interlocking Silver and Red Print,accessory,2003,2003,https://rebrickable.com/parts/2446pb18/minifig-helmet-standard-with-interlocking-silver-and-red-print,https://img.rebrickable.com/img/pieces/elements/4298619.jpg
87556pr0003,Minifig Helmet - Stormtrooper / TIE Bomber Pilot Print,accessory,2013,2013,https://rebrickable.com/parts/87556pr0003/minifig-helmet-stormtrooper-tie-bomber-pilot-print,https://img.rebrickable.com/img/pieces/elements/6029223.jpg
16497pr0002,"Minifig Cap, SW Imperial Officer with Silver and Black Code Disc and Dark Brown Stains Print",accessory,2015,2015,https://rebrickable.com/parts/16497pr0002/minifig-cap+-sw-imperial-officer-with-silver-and-black-code-disc-and-dark-brown-stains-print,https://img.rebrickable.com/img/pieces/elements/6100776.jpg
24634pr0001,Minifig Headgear Large Bow with 6 White Polka Dots on Front and Back - Small Pin,accessory,2016,2016,https://rebrickable.com/parts/24634pr0001/minifig-headgear-large-bow-with-6-white-polka-dots-on-front-and-back-small-pin,https://img.rebrickable.com/img/pieces/elements/6143290.jpg
15083pr0008,Minifig Mask Tiger with White Fangs and Black Fur Print,accessory,2015,2015,https://rebrickable.com/parts/15083pr0008/minifig-mask-tiger-with-white-fangs-and-black-fur-print,https://img.rebrickable.com/img/pieces/elements/6102980.jpg
21566pr0002,Minifig Helmet SW Rebel Pilot Raised Front with Trans-Yellow Visor and Dark Red Stripes and Black Rebel Logo Print,accessory,2015,2015,https://rebrickable.com/parts/21566pr0002/minifig-helmet-sw-rebel-pilot-raised-front-with-trans-yellow-visor-and-dark-red-stripes-and-black-re,https://img.rebrickable.com/img/pieces/elements/6147029.jpg
12899pr0001,Minifig Helmet Elaborate with Lime Paint Spot Print,accessory,2013,2013,https://rebrickable.com/parts/12899pr0001/minifig-helmet-elaborate-with-lime-paint-spot-print,https://img.rebrickable.com/img/pieces/elements/6030412.jpg
90538,"Minifig Hat, Very Wide Brim",accessory,2010,2014,https://rebrickable.com/parts/90538/minifig-hat+-very-wide-brim,https://img.rebrickable.com/img/pieces/elements/4586264.jpg
93227pr0001,"Minifig Headdress Indian with Colored Feathers, Gold Dots on Red and Black Hair on Back Print",accessory,2011,2011,https://rebrickable.com/parts/93227pr0001/minifig-headdress-indian-with-colored-feathers+-gold-dots-on-red-and-black-hair-on-back-print,https://img.rebrickable.com/img/pieces/elements/4609939.jpg
98345pr0003,Ring 4 x 4 with 2 x 2 Hole and 4 Swirl Ends with Black and Silver Print (Ninjago Spinner Crown),accessory,2012,2012,https://rebrickable.com/parts/98345pr0003/ring-4-x-4-with-2-x-2-hole-and-4-swirl-ends-with-black-and-silver-print-ninjago-spinner-crown,https://img.rebrickable.com/img/pieces/elements/6004558.jpg
